county,date,medi_cal,unemployment,calfresh
Alameda,528,340 549,6.5,64394
Alameda,529,349 927,6.4,63674
Alameda,530,365 622,6.4,64297
Alameda,531,373 571,5.5,64208
Alameda,532,378 218,5.6,64582
Alameda,533,381 831,5.9,64635
Alameda,534,385 839,6.3,64020
Alameda,535,389 814,6.1,63835
Alameda,536,393 082,5.5,63346
Alameda,537,396 515,5.4,63146
Alameda,538,399 493,5.3,62544
Alameda,539,408 267,4.9,62620
Alameda,540,417 075,5.3,61869
Alameda,541,418 769,5.1,60825
Alameda,542,419 444,5,61063
Alameda,543,422 488,4.6,61121
Alameda,544,421 856,4.6,61465
Alameda,545,423 922,4.9,62196
Alameda,546,425 013,5.1,62663
Alameda,547,429 357,4.8,62557
Alameda,548,432 134,4.4,62511
Alameda,549,434 830,4.5,62653
Alameda,550,439 836,4.4,62107
Alameda,551,443 416,4.2,61842
Alameda,552,445 324,4.4,61221
Alameda,553,443 372,4.4,61056
Alameda,554,446 065,4.5,61189
Alameda,555,441 010,4.2,61011
Alameda,556,438 953,3.8,61172
Alameda,557,438 222,4.5,61033
Alameda,558,437 360,4.7,60323
Alameda,559,437 878,4.5,60357
Alameda,560,439 613,4.2,60124
Alameda,561,439 407,4.3,59986
Alameda,562,439 064,3.9,59482
Alameda,563,441 488,3.9,59072
Alameda,564,439 934,4.3,58727
Alameda,565,437 440,4,57353
Alameda,566,439 721,3.8,57764
Alameda,567,436 888,3.5,56804
Alameda,568,434 884,3.4,57144
Alameda,569,434 578,3.8,57141
Alameda,570,434 483,4.1,56864
Alameda,571,438 030,4,57382
Alameda,572,437 699,3.4,57189
Alameda,573,437 114,3.3,57502
Alameda,574,435 858,3.1,56882
Alameda,575,438 788,3,56587
Alameda,576,436 852,3.3,56497
Alameda,577,435 330,3.2,55019
Alameda,578,433 610,2.9,55632
Alameda,579,431 826,2.7,55132
Alameda,580,430 028,2.6,55154
Alameda,581,428 875,3.3,55241
Alameda,582,428 026,3.2,54734
Alameda,583,427 256,3.1,54766
Alameda,584,427 309,2.8,54088
Alameda,585,426 653,2.9,54429
Alameda,586,424 388,2.8,53759
Alameda,587,NA,2.8,53319
Alameda,588,NA,0.3,53529
Alameda,590,NA,3.3,51429
Alameda,591,NA,2.7,51134
Alameda,592,NA,2.5,51206
Alameda,593,NA,3.1,58481
Alameda,594,NA,3.3,59750
Alameda,595,NA,3.1,62122
Alameda,596,NA,2.5,63246
Alameda,597,NA,2.6,64496
Alameda,598,NA,2.6,64654
Alameda,599,NA,2.5,65129
Alameda,600,NA,3.1,65302
Alameda,601,NA,3,65156
Alameda,602,NA,3.8,66424
Alameda,603,NA,14.1,76979
Alameda,604,NA,13.5,82572
Alameda,605,NA,13.4,86632
Alameda,606,NA,12,86626
Alameda,607,NA,9.8,86097
Alameda,608,NA,9.3,85083
Alameda,609,NA,7.9,81670
Alameda,610,NA,6.7,78468
Alameda,611,NA,7.6,78156
Alpine,528,301,7.7,109
Alpine,529,312,8.5,111
Alpine,530,326,8.6,118
Alpine,531,332,7.7,111
Alpine,532,348,10.1,111
Alpine,533,357,10.2,117
Alpine,534,373,8.7,114
Alpine,535,374,8.5,111
Alpine,536,368,7.4,114
Alpine,537,370,7.5,114
Alpine,538,370,7.5,106
Alpine,539,374,5.8,107
Alpine,540,384,6.6,107
Alpine,541,385,6.8,102
Alpine,542,377,7.5,99
Alpine,543,358,7.2,102
Alpine,544,358,8.3,101
Alpine,545,356,8.8,101
Alpine,546,361,8.3,101
Alpine,547,362,7.4,99
Alpine,548,360,7.5,98
Alpine,549,362,7.9,98
Alpine,550,359,6.9,100
Alpine,551,354,5.6,98
Alpine,552,358,5.3,99
Alpine,553,357,5.1,97
Alpine,554,358,5.6,97
Alpine,555,362,5.7,92
Alpine,556,350,8,87
Alpine,557,347,7.6,91
Alpine,558,352,7.5,93
Alpine,559,346,7.3,89
Alpine,560,336,7.3,90
Alpine,561,328,7.2,88
Alpine,562,339,7.2,90
Alpine,563,349,4.8,90
Alpine,564,347,5.4,86
Alpine,565,342,5.4,85
Alpine,566,340,5.5,87
Alpine,567,343,4.8,84
Alpine,568,329,7.5,79
Alpine,569,323,8.7,79
Alpine,570,316,7.8,76
Alpine,571,323,7.1,78
Alpine,572,330,6.6,76
Alpine,573,329,6.4,79
Alpine,574,332,5.8,81
Alpine,575,330,4.6,77
Alpine,576,327,4.9,79
Alpine,577,324,4.2,79
Alpine,578,323,3.9,80
Alpine,579,319,3.4,76
Alpine,580,319,5.1,80
Alpine,581,317,6.1,78
Alpine,582,320,6.3,72
Alpine,583,305,5.3,69
Alpine,584,308,4.9,67
Alpine,585,313,5,73
Alpine,586,311,3.8,72
Alpine,587,NA,3.3,70
Alpine,588,NA,4.7,70
Alpine,590,NA,5.1,70
Alpine,591,NA,4,73
Alpine,592,NA,6,71
Alpine,593,NA,7.4,78
Alpine,594,NA,7.2,79
Alpine,595,NA,5.7,79
Alpine,596,NA,4.6,74
Alpine,597,NA,5.2,72
Alpine,598,NA,4.7,70
Alpine,599,NA,3.8,74
Alpine,600,NA,4.6,77
Alpine,601,NA,5,69
Alpine,602,NA,7.1,72
Alpine,603,NA,22.1,86
Alpine,604,NA,22.2,92
Alpine,605,NA,19.6,79
Alpine,606,NA,14.1,73
Alpine,607,NA,11.2,69
Alpine,608,NA,10.7,66
Alpine,609,NA,9.7,63
Alpine,610,NA,7.1,60
Alpine,611,NA,7.3,59
Amador,528,6 161,9.8,1752
Amador,529,6 363,9.9,1742
Amador,530,6 725,9.7,1773
Amador,531,6 939,8.4,1771
Amador,532,7 022,8,1791
Amador,533,7 090,8.1,1790
Amador,534,7 169,8.3,1770
Amador,535,7 237,7.9,1760
Amador,536,7 291,7.3,1740
Amador,537,7 301,7.2,1727
Amador,538,7 390,7.4,1710
Amador,539,7 485,7.4,1721
Amador,540,7 695,8,1720
Amador,541,7 712,7.5,1746
Amador,542,7 763,7.4,1768
Amador,543,7 818,6.7,1814
Amador,544,7 831,6.4,1818
Amador,545,7 927,6.5,1831
Amador,546,7 980,6.7,1823
Amador,547,8 009,6.1,1782
Amador,548,8 030,5.6,1775
Amador,549,8 057,6,1780
Amador,550,8 109,6.2,1754
Amador,551,8 184,6.2,1774
Amador,552,8 321,6.9,1782
Amador,553,8 333,6.6,1697
Amador,554,8 307,6.7,1830
Amador,555,8 292,6,1808
Amador,556,8 293,5.4,1780
Amador,557,8 311,5.7,1784
Amador,558,8 343,6.1,1765
Amador,559,8 334,5.7,1750
Amador,560,8 286,5.4,1736
Amador,561,8 281,5.5,1730
Amador,562,8 275,5.6,1736
Amador,563,8 292,5.9,1720
Amador,564,8 371,6.4,1703
Amador,565,8 346,6.1,1698
Amador,566,8 375,5.6,1705
Amador,567,8 361,5,1673
Amador,568,8 222,4.5,1667
Amador,569,8 205,4.8,1653
Amador,570,8 196,5,1649
Amador,571,8 214,4.8,1666
Amador,572,8 236,4.1,1651
Amador,573,8 155,4.2,1648
Amador,574,8 192,4.2,1608
Amador,575,8 209,4.2,1609
Amador,576,8 202,4.7,1609
Amador,577,8 204,4.7,1571
Amador,578,8 182,4.5,1558
Amador,579,8 068,3.9,1548
Amador,580,8 054,3.5,1582
Amador,581,8 026,4.1,1525
Amador,582,8 027,3.9,1505
Amador,583,8 060,3.8,1505
Amador,584,8 034,3.4,1479
Amador,585,8 008,3.6,1474
Amador,586,8 010,3.6,1463
Amador,587,NA,3.8,1441
Amador,588,NA,4.9,1462
Amador,590,NA,4.9,1430
Amador,591,NA,3.8,1387
Amador,592,NA,3.2,1383
Amador,593,NA,3.8,1432
Amador,594,NA,4,1460
Amador,595,NA,3.7,1477
Amador,596,NA,3,1493
Amador,597,NA,3.2,1493
Amador,598,NA,3.4,1481
Amador,599,NA,3.7,1472
Amador,600,NA,4.7,1496
Amador,601,NA,4.4,1494
Amador,602,NA,5.4,1482
Amador,603,NA,14.3,1611
Amador,604,NA,15.1,1692
Amador,605,NA,12.7,1647
Amador,606,NA,11.9,1519
Amador,607,NA,9.3,1490
Amador,608,NA,8.7,1513
Amador,609,NA,7.7,1497
Amador,610,NA,7,1472
Amador,611,NA,8.4,1462
Butte,528,64 377,10.1,14930
Butte,529,66 467,10,14994
Butte,530,69 504,9.9,15073
Butte,531,71 197,8.6,15212
Butte,532,72 109,8.2,15433
Butte,533,72 975,8.7,15592
Butte,534,74 088,9.3,15571
Butte,535,75 030,8.6,15694
Butte,536,75 909,7.5,15732
Butte,537,76 433,7.4,15879
Butte,538,76 471,7.7,15913
Butte,539,77 060,7.7,15967
Butte,540,78 166,8.5,16001
Butte,541,79 394,8,16101
Butte,542,80 051,7.8,16288
Butte,543,80 578,7,16430
Butte,544,80 876,6.9,16559
Butte,545,80 853,7.4,16678
Butte,546,81 470,7.7,16729
Butte,547,82 056,6.9,16634
Butte,548,82 652,6.1,16657
Butte,549,82 815,6.2,16800
Butte,550,82 811,6.6,16888
Butte,551,83 262,6.8,16969
Butte,552,84 391,7.6,16890
Butte,553,84 169,7.4,16925
Butte,554,83 575,7.4,17109
Butte,555,83 564,6.5,17087
Butte,556,83 479,5.9,17206
Butte,557,83 220,6.9,17112
Butte,558,83 183,7,16974
Butte,559,83 059,6.6,16981
Butte,560,82 913,5.9,16877
Butte,561,82 827,5.9,16869
Butte,562,82 582,5.9,16854
Butte,563,82 822,6.4,16810
Butte,564,83 586,7.2,16579
Butte,565,83 309,7.1,16426
Butte,566,83 175,6.5,16664
Butte,567,83 355,5.9,16636
Butte,568,83 089,5.2,16759
Butte,569,83 026,5.9,16843
Butte,570,83 142,6.1,16651
Butte,571,83 174,5.8,16544
Butte,572,82 942,4.8,16547
Butte,573,83 033,4.6,16660
Butte,574,83 029,4.8,16760
Butte,575,82 978,5.1,16845
Butte,576,83 754,5.7,17012
Butte,577,83 551,5.7,16903
Butte,578,83 459,5.3,17067
Butte,579,83 345,4.6,17093
Butte,580,82 719,4.3,17113
Butte,581,82 413,5.3,17171
Butte,582,82 328,5,16757
Butte,583,82 262,4.7,16651
Butte,584,82 107,4.1,16571
Butte,585,82 077,4.2,16778
Butte,586,81 665,4.3,16661
Butte,587,NA,5.3,16688
Butte,588,NA,6.6,16535
Butte,590,NA,6.2,15900
Butte,591,NA,5,15595
Butte,592,NA,4.3,15385
Butte,593,NA,5.2,16161
Butte,594,NA,5.4,16541
Butte,595,NA,4.9,16647
Butte,596,NA,3.7,16651
Butte,597,NA,3.8,16868
Butte,598,NA,4,16884
Butte,599,NA,4.2,17033
Butte,600,NA,5.6,17028
Butte,601,NA,5.4,16964
Butte,602,NA,6.7,17053
Butte,603,NA,14.9,18812
Butte,604,NA,13.5,19681
Butte,605,NA,12.1,19728
Butte,606,NA,11.1,18528
Butte,607,NA,9,17921
Butte,608,NA,8.5,17666
Butte,609,NA,7.4,17108
Butte,610,NA,6.8,16731
Butte,611,NA,8.2,16485
Calaveras,528,9 002,9.5,2654
Calaveras,529,9 347,9.5,2617
Calaveras,530,9 862,9.3,2637
Calaveras,531,10 135,8,2685
Calaveras,532,10 270,7.8,2720
Calaveras,533,10 416,7.7,2713
Calaveras,534,10 630,8.2,2768
Calaveras,535,10 778,7.9,2802
Calaveras,536,10 922,7.1,2844
Calaveras,537,11 026,7.1,2867
Calaveras,538,11 093,7.1,2871
Calaveras,539,11 248,6.9,2878
Calaveras,540,11 466,7.4,2894
Calaveras,541,11 651,7.1,2917
Calaveras,542,11 707,6.9,2941
Calaveras,543,11 721,6.4,2928
Calaveras,544,11 735,6.3,2926
Calaveras,545,11 702,6.4,2909
Calaveras,546,11 710,6.7,2924
Calaveras,547,11 759,6.1,2913
Calaveras,548,11 862,5.7,2895
Calaveras,549,11 905,5.9,2909
Calaveras,550,11 915,5.8,2850
Calaveras,551,11 968,5.9,2830
Calaveras,552,12 221,6.4,2822
Calaveras,553,12 223,6.1,2801
Calaveras,554,12 256,6.3,2791
Calaveras,555,12 252,5.8,2780
Calaveras,556,12 240,5.3,2776
Calaveras,557,12 242,5.7,2809
Calaveras,558,12 216,5.8,2784
Calaveras,559,12 255,5.5,2821
Calaveras,560,12 305,5.3,2819
Calaveras,561,12 309,5.3,2852
Calaveras,562,12 348,5.3,2851
Calaveras,563,12 440,5.4,2839
Calaveras,564,12 464,6.1,2830
Calaveras,565,12 429,5.8,2828
Calaveras,566,12 363,5.4,2825
Calaveras,567,12 264,4.8,2808
Calaveras,568,12 143,4.5,2791
Calaveras,569,12 141,4.7,2807
Calaveras,570,12 096,5,2785
Calaveras,571,12 047,4.6,2804
Calaveras,572,12 038,4,2796
Calaveras,573,12 041,3.9,2783
Calaveras,574,11 984,3.9,2742
Calaveras,575,12 009,4,2768
Calaveras,576,12 114,4.6,2798
Calaveras,577,12 058,4.6,2783
Calaveras,578,12 048,4.4,2783
Calaveras,579,12 025,3.8,2786
Calaveras,580,11 960,3.5,2780
Calaveras,581,12 003,4.1,2795
Calaveras,582,11 935,3.9,2747
Calaveras,583,11 849,3.8,2734
Calaveras,584,11 795,3.5,2697
Calaveras,585,11 775,3.7,2667
Calaveras,586,11 678,3.6,2631
Calaveras,587,NA,3.8,2595
Calaveras,588,NA,4.8,2592
Calaveras,590,NA,4.8,2563
Calaveras,591,NA,3.8,2568
Calaveras,592,NA,3.3,2601
Calaveras,593,NA,3.8,2713
Calaveras,594,NA,3.9,2764
Calaveras,595,NA,3.7,2812
Calaveras,596,NA,3,2827
Calaveras,597,NA,3.2,2832
Calaveras,598,NA,3.3,2829
Calaveras,599,NA,3.5,2863
Calaveras,600,NA,4.3,2874
Calaveras,601,NA,4.2,2886
Calaveras,602,NA,5.4,2907
Calaveras,603,NA,13.3,3105
Calaveras,604,NA,12,3193
Calaveras,605,NA,11,3141
Calaveras,606,NA,9.6,2959
Calaveras,607,NA,7.5,2924
Calaveras,608,NA,7.4,2879
Calaveras,609,NA,6.6,2795
Calaveras,610,NA,5.9,2758
Calaveras,611,NA,7.3,2780
Colusa,528,6 820,25.4,733
Colusa,529,7 021,24,737
Colusa,530,7 355,24.2,740
Colusa,531,7 553,19.8,752
Colusa,532,7 644,16,756
Colusa,533,7 745,15.7,744
Colusa,534,7 828,13.7,725
Colusa,535,7 929,11.9,709
Colusa,536,7 944,11,694
Colusa,537,8 031,10.8,666
Colusa,538,8 036,16.6,657
Colusa,539,8 136,20.9,665
Colusa,540,8 311,23.5,688
Colusa,541,8 385,22.9,695
Colusa,542,8 425,21.5,739
Colusa,543,8 510,16.3,726
Colusa,544,8 536,13.4,720
Colusa,545,8 551,12.9,686
Colusa,546,8 600,11.5,661
Colusa,547,8 609,9.7,645
Colusa,548,8 664,9,624
Colusa,549,8 723,10.7,589
Colusa,550,8 786,15.7,591
Colusa,551,8 797,19,599
Colusa,552,8 968,23.2,590
Colusa,553,8 998,22.2,602
Colusa,554,8 989,21.3,602
Colusa,555,9 057,16.4,633
Colusa,556,9 101,12.4,635
Colusa,557,9 133,12.8,638
Colusa,558,9 151,12.3,629
Colusa,559,9 233,10.3,647
Colusa,560,9 154,9.7,646
Colusa,561,9 135,11,632
Colusa,562,9 121,15.7,632
Colusa,563,9 155,19.9,642
Colusa,564,9 202,22.1,678
Colusa,565,9 194,23.2,680
Colusa,566,9 223,21.3,693
Colusa,567,9 147,16.9,703
Colusa,568,9 130,12.4,707
Colusa,569,9 084,12,702
Colusa,570,9 095,11.5,688
Colusa,571,9 099,9.3,692
Colusa,572,9 122,7.9,690
Colusa,573,9 153,8.3,685
Colusa,574,9 208,12.1,661
Colusa,575,9 253,15.8,670
Colusa,576,9 335,18.5,682
Colusa,577,9 378,19.8,672
Colusa,578,9 453,18.9,697
Colusa,579,9 499,15,689
Colusa,580,9 540,11.5,686
Colusa,581,9 527,11.9,654
Colusa,582,9 629,10.4,658
Colusa,583,9 680,8.2,648
Colusa,584,9 708,7.1,610
Colusa,585,9 722,8.1,639
Colusa,586,9 705,12.1,629
Colusa,587,NA,15.7,627
Colusa,588,NA,19.6,648
Colusa,590,NA,20.6,636
Colusa,591,NA,15.7,638
Colusa,592,NA,10.4,639
Colusa,593,NA,10.5,636
Colusa,594,NA,10.2,673
Colusa,595,NA,8.5,697
Colusa,596,NA,6.6,682
Colusa,597,NA,7.3,701
Colusa,598,NA,10.5,711
Colusa,599,NA,14.2,723
Colusa,600,NA,19.2,738
Colusa,601,NA,19.8,741
Colusa,602,NA,22.4,771
Colusa,603,NA,26.3,873
Colusa,604,NA,21.1,919
Colusa,605,NA,18.3,944
Colusa,606,NA,15.3,913
Colusa,607,NA,11,929
Colusa,608,NA,10.6,934
Colusa,609,NA,9.3,900
Colusa,610,NA,10.8,896
Colusa,611,NA,15.5,934
Contra Costa,528,194 836,6.9,34380
Contra Costa,529,202 295,6.9,34460
Contra Costa,530,214 400,6.8,34821
Contra Costa,531,221 047,5.9,34921
Contra Costa,532,224 494,5.9,35110
Contra Costa,533,227 125,6.2,35271
Contra Costa,534,230 794,6.6,35280
Contra Costa,535,234 462,6.4,35409
Contra Costa,536,238 194,5.8,35470
Contra Costa,537,241 412,5.7,35825
Contra Costa,538,244 743,5.6,35636
Contra Costa,539,249 757,5.2,35724
Contra Costa,540,255 481,5.7,35445
Contra Costa,541,258 418,5.5,35046
Contra Costa,542,260 009,5.3,35311
Contra Costa,543,261 629,4.9,35311
Contra Costa,544,261 692,4.9,35317
Contra Costa,545,262 026,5.2,35631
Contra Costa,546,262 413,5.4,36075
Contra Costa,547,264 643,5,35924
Contra Costa,548,266 898,4.6,35800
Contra Costa,549,268 970,4.7,35848
Contra Costa,550,272 103,4.6,35723
Contra Costa,551,275 138,4.4,35697
Contra Costa,552,277 298,4.7,35187
Contra Costa,553,277 174,4.6,35073
Contra Costa,554,276 950,4.7,35021
Contra Costa,555,277 694,4.4,34941
Contra Costa,556,276 847,4,34751
Contra Costa,557,277 057,4.7,34403
Contra Costa,558,277 063,4.8,33984
Contra Costa,559,277 044,4.7,33911
Contra Costa,560,277 814,4.4,33326
Contra Costa,561,278 333,4.4,32926
Contra Costa,562,277 405,4.1,32647
Contra Costa,563,277 890,4,32307
Contra Costa,564,277 310,4.5,31854
Contra Costa,565,276 339,4.3,31455
Contra Costa,566,275 499,4,31637
Contra Costa,567,274 146,3.7,31281
Contra Costa,568,273 810,3.5,31358
Contra Costa,569,272 436,4,31398
Contra Costa,570,271 825,4.2,31242
Contra Costa,571,273 537,4.1,31606
Contra Costa,572,273 033,3.5,31466
Contra Costa,573,272 682,3.4,31852
Contra Costa,574,271 466,3.3,31599
Contra Costa,575,273 173,3.2,31506
Contra Costa,576,272 323,3.5,31436
Contra Costa,577,271 038,3.4,30879
Contra Costa,578,269 813,3.1,30919
Contra Costa,579,269 095,2.8,30665
Contra Costa,580,268 678,2.8,30598
Contra Costa,581,266 774,3.5,30517
Contra Costa,582,266 308,3.3,30364
Contra Costa,583,265 853,3.2,30372
Contra Costa,584,265 689,2.9,30072
Contra Costa,585,265 375,3,30154
Contra Costa,586,263 303,2.9,29845
Contra Costa,587,NA,3,29652
Contra Costa,588,NA,3.6,29521
Contra Costa,590,NA,3.5,28670
Contra Costa,591,NA,2.8,28415
Contra Costa,592,NA,2.6,28297
Contra Costa,593,NA,3.2,29656
Contra Costa,594,NA,3.4,31035
Contra Costa,595,NA,3.2,32503
Contra Costa,596,NA,2.6,33032
Contra Costa,597,NA,2.7,33657
Contra Costa,598,NA,2.7,33702
Contra Costa,599,NA,2.6,34014
Contra Costa,600,NA,3.2,33892
Contra Costa,601,NA,3.1,33937
Contra Costa,602,NA,4,34081
Contra Costa,603,NA,14.5,37747
Contra Costa,604,NA,13.6,40758
Contra Costa,605,NA,13.4,43544
Contra Costa,606,NA,12,43542
Contra Costa,607,NA,9.8,43916
Contra Costa,608,NA,9.3,43968
Contra Costa,609,NA,7.9,42744
Contra Costa,610,NA,6.8,41736
Contra Costa,611,NA,7.9,41836
Del Norte,528,9 584,11.6,2556
Del Norte,529,9 822,11.7,2531
Del Norte,530,10 096,11.4,2526
Del Norte,531,10 322,10,2511
Del Norte,532,10 456,9.6,2510
Del Norte,533,10 538,9.7,2535
Del Norte,534,10 685,10.5,2545
Del Norte,535,10 711,10.1,2541
Del Norte,536,10 744,8.8,2532
Del Norte,537,10 909,8.9,2516
Del Norte,538,10 987,9.2,2515
Del Norte,539,11 082,9.2,2503
Del Norte,540,11 207,9.9,2469
Del Norte,541,11 224,9.9,2479
Del Norte,542,11 256,9.7,2482
Del Norte,543,11 270,8.7,2493
Del Norte,544,11 306,8.1,2482
Del Norte,545,11 345,8.3,2485
Del Norte,546,11 407,8.7,2514
Del Norte,547,11 526,8,2521
Del Norte,548,11 693,7,2552
Del Norte,549,11 724,7.6,2573
Del Norte,550,11 732,8,2581
Del Norte,551,11 809,8.7,2600
Del Norte,552,11 976,9.2,2623
Del Norte,553,12 018,9.1,2633
Del Norte,554,12 101,8.9,2655
Del Norte,555,12 053,7.7,2640
Del Norte,556,12 014,6.7,2649
Del Norte,557,11 964,6.9,2639
Del Norte,558,11 971,7.4,2608
Del Norte,559,12 001,7.2,2592
Del Norte,560,11 968,6.4,2574
Del Norte,561,11 983,6.7,2558
Del Norte,562,12 013,7.2,2548
Del Norte,563,12 030,7,2553
Del Norte,564,12 070,7.8,2518
Del Norte,565,12 033,7.8,2549
Del Norte,566,11 964,7.4,2544
Del Norte,567,11 977,6.7,2563
Del Norte,568,11 990,6,2566
Del Norte,569,11 972,6.3,2586
Del Norte,570,12 038,6.3,2564
Del Norte,571,12 089,6.2,2577
Del Norte,572,12 053,5.3,2584
Del Norte,573,12 066,5.5,2602
Del Norte,574,12 070,5.8,2595
Del Norte,575,12 065,6,2588
Del Norte,576,12 089,6.7,2602
Del Norte,577,12 094,6.3,2571
Del Norte,578,12 100,5.8,2576
Del Norte,579,12 034,5.2,2526
Del Norte,580,11 943,4.8,2532
Del Norte,581,11 933,5.6,2500
Del Norte,582,12 008,5.4,2501
Del Norte,583,11 894,5.3,2498
Del Norte,584,11 838,4.8,2464
Del Norte,585,11 776,5.1,2506
Del Norte,586,11 683,5.5,2522
Del Norte,587,NA,6.2,2490
Del Norte,588,NA,7.2,2517
Del Norte,590,NA,6.4,2443
Del Norte,591,NA,5.6,2450
Del Norte,592,NA,4.7,2464
Del Norte,593,NA,5.4,2716
Del Norte,594,NA,5.7,2787
Del Norte,595,NA,5.5,2867
Del Norte,596,NA,4.5,2886
Del Norte,597,NA,4.9,2895
Del Norte,598,NA,5.3,2926
Del Norte,599,NA,5.6,2988
Del Norte,600,NA,6.5,2997
Del Norte,601,NA,6.2,3023
Del Norte,602,NA,7.6,3056
Del Norte,603,NA,13.1,3245
Del Norte,604,NA,13,3320
Del Norte,605,NA,12.5,3356
Del Norte,606,NA,11.3,3271
Del Norte,607,NA,9.4,3230
Del Norte,608,NA,8.8,3169
Del Norte,609,NA,9,3071
Del Norte,610,NA,7.6,3055
Del Norte,611,NA,9.2,3074
El Dorado,528,27 695,8,6484
El Dorado,529,28 942,8,6567
El Dorado,530,30 770,7.9,6751
El Dorado,531,31 717,6.9,6837
El Dorado,532,32 258,6.9,6861
El Dorado,533,32 688,6.9,6895
El Dorado,534,33 247,7.3,6871
El Dorado,535,33 673,6.8,6852
El Dorado,536,33 940,6.3,6895
El Dorado,537,34 147,6.3,6932
El Dorado,538,34 468,6.3,7012
El Dorado,539,35 200,6.1,7134
El Dorado,540,36 297,6.7,7197
El Dorado,541,36 987,6.3,7277
El Dorado,542,37 166,6.2,7312
El Dorado,543,37 358,5.8,7360
El Dorado,544,37 358,5.7,7388
El Dorado,545,37 259,5.7,7398
El Dorado,546,37 403,5.9,7406
El Dorado,547,37 682,5.4,7302
El Dorado,548,38 011,5,7264
El Dorado,549,38 204,5.2,7288
El Dorado,550,38 057,5.3,7178
El Dorado,551,38 346,5.2,7257
El Dorado,552,39 136,5.6,7224
El Dorado,553,39 180,5.5,7227
El Dorado,554,39 153,5.6,7250
El Dorado,555,38 825,5.1,7232
El Dorado,556,38 635,4.8,7256
El Dorado,557,38 520,5.2,7262
El Dorado,558,38 319,5.3,7256
El Dorado,559,38 548,5.1,7202
El Dorado,560,38 712,4.9,7136
El Dorado,561,38 663,5,7026
El Dorado,562,38 844,4.8,7016
El Dorado,563,39 076,4.8,7015
El Dorado,564,39 276,5.4,6983
El Dorado,565,39 157,5.2,6899
El Dorado,566,39 136,4.9,6937
El Dorado,567,38 967,4.4,6841
El Dorado,568,38 960,4.1,6874
El Dorado,569,39 106,4.4,6914
El Dorado,570,38 886,4.6,6817
El Dorado,571,38 733,4.4,6789
El Dorado,572,38 745,3.8,6736
El Dorado,573,38 611,3.7,6685
El Dorado,574,38 456,3.7,6537
El Dorado,575,38 522,3.7,6544
El Dorado,576,38 769,4,6529
El Dorado,577,38 658,4,6459
El Dorado,578,38 337,3.8,6531
El Dorado,579,38 051,3.4,6456
El Dorado,580,37 717,3.2,6435
El Dorado,581,37 629,3.9,6438
El Dorado,582,37 458,3.6,6381
El Dorado,583,37 358,3.5,6435
El Dorado,584,37 335,3.2,6321
El Dorado,585,37 291,3.4,6352
El Dorado,586,37 176,3.4,6229
El Dorado,587,NA,3.6,6234
El Dorado,588,NA,4.3,6295
El Dorado,590,NA,4.4,6197
El Dorado,591,NA,3.5,6136
El Dorado,592,NA,3.1,6140
El Dorado,593,NA,3.7,6435
El Dorado,594,NA,3.8,6604
El Dorado,595,NA,3.6,6706
El Dorado,596,NA,2.8,6693
El Dorado,597,NA,3,6758
El Dorado,598,NA,3.1,6688
El Dorado,599,NA,3.1,6761
El Dorado,600,NA,3.7,6766
El Dorado,601,NA,3.7,6728
El Dorado,602,NA,4.7,6865
El Dorado,603,NA,15.4,7872
El Dorado,604,NA,15,8244
El Dorado,605,NA,12.9,8211
El Dorado,606,NA,10.3,7807
El Dorado,607,NA,8,7646
El Dorado,608,NA,7.5,7424
El Dorado,609,NA,6.4,6933
El Dorado,610,NA,5.7,6753
El Dorado,611,NA,7,6744
Fresno,528,365 618,13.7,94981
Fresno,529,382 321,13.6,95501
Fresno,530,399 052,13.8,96360
Fresno,531,408 792,12.1,97184
Fresno,532,413 856,11,97743
Fresno,533,418 906,11.1,98161
Fresno,534,424 179,11.2,94285
Fresno,535,428 557,10.5,94482
Fresno,536,432 046,9.7,94350
Fresno,537,435 499,10.2,94483
Fresno,538,439 206,11,94840
Fresno,539,445 313,11.1,95923
Fresno,540,452 482,12.1,96715
Fresno,541,456 093,11.8,97110
Fresno,542,458 494,11.8,97452
Fresno,543,461 571,10.5,97856
Fresno,544,462 781,9.9,98021
Fresno,545,465 332,9.9,97998
Fresno,546,468 553,9.9,103201
Fresno,547,472 610,9,103750
Fresno,548,474 922,8.3,103751
Fresno,549,478 594,9.2,103607
Fresno,550,484 650,9.8,103626
Fresno,551,488 268,10,103807
Fresno,552,491 188,10.8,103628
Fresno,553,491 237,10.8,103734
Fresno,554,492 058,11,103876
Fresno,555,491 666,9.8,103531
Fresno,556,491 443,8.6,103280
Fresno,557,491 732,9.1,95699
Fresno,558,492 036,9.1,101476
Fresno,559,493 350,8.5,101289
Fresno,560,495 085,8.2,100635
Fresno,561,495 518,9,100086
Fresno,562,495 592,9.3,99955
Fresno,563,497 627,9.7,99380
Fresno,564,497 469,10.4,98879
Fresno,565,496 358,10.5,99090
Fresno,566,496 490,10.3,98739
Fresno,567,494 939,9,97927
Fresno,568,494 151,7.8,97286
Fresno,569,493 455,8.1,96848
Fresno,570,492 467,8.1,96002
Fresno,571,492 341,7.7,96248
Fresno,572,491 444,6.8,95747
Fresno,573,490 736,7.2,95483
Fresno,574,490 282,7.8,95412
Fresno,575,490 983,8.1,95652
Fresno,576,490 995,8.7,95077
Fresno,577,489 010,9,95117
Fresno,578,487 368,8.7,94887
Fresno,579,486 048,7.5,94269
